group_id,a,b,data_type,k,n,N,sd_logN,mean_N,optimal_n,hypergeometric_n,prop_n,optimal_n_no_overdisp,propagule_pressure_optimal_n,propagule_pressure_fixed_n,propagule_pressure_prop_n,propagule_pressure_optimal_n_no_overdisp,propagule_pressure_hypergeometric_n
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,40500,0.937544861514901,211301.347560976,168.683788156003,597.509016313263,115.001632883518,0,5.6449804544143,2.57393459133685,6.58480603425386,10.1287143480906,2.5822846073386
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,335550,0.937544861514901,211301.347560976,885.287795898004,601.424151235906,952.80982503863,1325,15.7987670094752,21.6075035430646,14.8440139766835,11.1035758728055,21.5683002001949
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,195000,0.937544861514901,211301.347560976,626.543955400405,601.035278297298,553.711565735458,0,12.1286761502367,12.5406737983931,13.3278700645413,48.7678838982142,12.5240976688776
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,1,600,374250,0.937544861514901,211301.347560976,946.084247623393,601.479969327745,1062.70027423844,1753,16.6613203410998,24.1040265677447,15.071977471407,9.56988618787857,24.0585937676922
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,333300,0.937544861514901,211301.347560976,881.644887112029,601.42050752104,946.420845433991,1298,15.7470848517115,21.4623568555832,14.8291363884438,11.2358750259085,21.423515697255
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,345600,0.937544861514901,211301.347560976,901.408183409853,601.439847591372,981.347267272689,1441,16.0274704697599,22.2558254138149,14.9081310009771,10.5961628761588,22.2150043232049
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,402000,0.937544861514901,211301.347560976,987.709495450178,601.513381229278,1141.49768936233,2035,17.2519112119757,25.894169046682,15.2078915707817,8.92789083760637,25.8442695005934
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,195585,0.937544861514901,211301.347560976,627.79278613269,601.038053970328,555.372700432664,0,12.1463852546996,12.5784119371382,13.3379770490561,48.9141875499088,12.561741608429
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,50250,0.937544861514901,211301.347560976,212.823369622482,598.370009705251,142.687211170291,0,6.26847607537176,3.20290357042292,7.53073416320218,12.5671085430013,3.20966959723007
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,245085,0.937544861514901,211301.347560976,727.272206215348,601.224961576858,695.930251734742,100,13.557227858025,15.7716390617291,14.0445027396919,41.8639536633798,15.746998851044
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,67500,0.937544861514901,211301.347560976,281.220071857521,599.285801642669,191.669388139197,0,7.23573572949749,4.31569484111366,8.87944394242127,16.8811905801511,4.31966889301706
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,27000,0.937544861514901,211301.347560976,97.2561632210903,595.29791894886,76.6677552556788,0,4.63793101938169,1.70305446644844,4.97092179057114,6.75247623206042,1.71361533177909
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,320925,0.937544861514901,211301.347560976,861.378984849488,601.399554390806,911.281457608471,1150,15.459575417057,20.6640500744355,14.7436631001725,12.0527183159545,20.6272009466543
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,317100,0.937544861514901,211301.347560976,855.033987275512,601.392747311077,900.420192280583,1103,15.3695613200095,20.4173007057171,14.7159333805612,12.3547052215184,20.3810673021097
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,374250,0.937544861514901,211301.347560976,946.084247623393,601.479969327745,1062.70027423844,1753,16.6613203410998,24.1040265677447,15.071977471407,9.56988618787857,24.0585937676922
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,382500,0.937544861514901,211301.347560976,958.620334523261,601.49040873163,1086.12653278878,1839,16.8391835038951,24.6362310885098,15.1145251364737,9.35034261708361,24.5894703282995
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,412500,0.937544861514901,211301.347560976,1003.07273560873,601.524851851738,1171.31292751731,2137,17.4698947971882,26.5715202549285,15.2543250110147,8.74313852242708,26.5199306087021
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,245088,0.937544861514901,211301.347560976,727.277904823924,601.22497061847,695.938770374215,100,13.5573086856942,15.7718325906457,14.0445380923385,41.8644663146074,15.7471918969768
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,40500,0.937544861514901,211301.347560976,168.683788156003,597.509016313263,115.001632883518,0,5.6449804544143,2.57393459133685,6.58480603425386,10.1287143480906,2.5822846073386
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,151350,0.937544861514901,211301.347560976,527.217686530195,600.767719392237,429.765361405444,0,10.7203922046388,9.72482806125388,12.4082529913564,37.8513806563831,9.71528167372694
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,301875,0.937544861514901,211301.347560976,829.37991689221,601.363943766191,857.188096955853,911,15.0056241805426,19.4351414537596,14.5988819292035,13.8696205412383,19.4013589029801
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,50250,0.937544861514901,211301.347560976,212.823369622482,598.370009705251,142.687211170291,0,6.26847607537176,3.20290357042292,7.53073416320218,12.5671085430013,3.20966959723007
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,105000,0.937544861514901,211301.347560976,403.831207688329,600.240554256763,298.152381549862,0,8.9717952991188,6.73480629913702,10.8892801203965,26.2596297913461,6.73272863968283
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,435000,0.937544861514901,211301.347560976,1035.33094166903,601.547567935995,1235.20272356371,2346,17.9276040968109,28.0229871297425,15.3457679768849,8.42913451146099,27.9677758721514
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,60000,0.937544861514901,211301.347560976,252.7410833918,598.952117349437,170.372789457064,0,6.83285310186302,3.83187254950899,8.33677181615993,15.005502737912,3.83705939417248
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,375000,0.937544861514901,211301.347560976,947.229724076626,601.480937335017,1064.82993410665,1761,16.6775723778233,24.1524087969052,15.0759250969807,9.54821588260046,24.1068552728787
FP01,0.057708751466575,230.692646532951,fresh_produce,2,600,180000,0.937544861514901,211301.347560976,593.838578820618,600.957951841354,511.118368371192,0,11.6649180435258,11.5730292151837,13.0509930021392,45.0165082137362,11.5588685547634
FP01,0.057708751466575,230.692646532951,fresh_produce,1,600,340776,0.937544861514901,211301.347560976,893.70090541912,601.432428814747,967.649295000341,1385,15.9181251116675,21.9446309158547,14.8778222019016,10.8328113584407,21.9045863421907
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,30000,0.937544861514901,211301.347560976,114.485399875158,595.960098203751,85.186394728532,0,4.88056475121081,1.89658338309031,5.36583750194713,7.50275136895603,1.90664998457753
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,293025,0.937544861514901,211301.347560976,814.161243507715,601.345826157945,832.058110510936,795,14.7897330131481,18.8642311496661,14.5255450350735,15.0831058189407,18.8318732560072
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,331200,0.937544861514901,211301.347560976,878.233416704349,601.417062081303,940.457797802993,1274,15.6986863236228,21.3268866139339,14.8150715088836,11.3540702715955,21.2883834952722
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,13500,0.937544861514901,211301.347560976,3.46712028841836,588.729937415115,38.3338776278394,0,3.32253812636794,0.832174341560033,2.86148995856471,3.37623811603021,0.845022254979821
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,259485,0.937544861514901,211301.347560976,754.224370622482,601.265955306508,736.819721204438,322,13.9395202175276,16.70057786161,14.2058347754189,25.7251678304964,16.6736193682461
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,172500,0.937544861514901,211301.347560976,576.959941968159,600.914251457612,489.821769689059,0,11.4255988429347,11.0892069235791,12.8985317428906,43.1408203714971,11.0762540837694
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,405000,0.937544861514901,211301.347560976,992.119827669223,601.51671921098,1150.01632883518,2064,17.3144875629577,26.0876979633238,15.2214188395983,8.87402693438494,26.0373155304473
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,195000,0.937544861514901,211301.347560976,626.543955400405,601.035278297298,553.711565735458,0,12.1286761502367,12.5406737983931,13.3278700645413,48.7678838982142,12.5240976688776
FP01,0.057708751466575,230.692646532951,fresh_produce,2,600,279075,0.937544861514901,211301.347560976,789.684548957385,601.31493640771,792.446436962169,605,14.4425180961275,17.9643216872814,14.4011431771496,17.8503405036934,17.9342094793785
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,172500,0.937544861514901,211301.347560976,576.959941968159,600.914251457612,489.821769689059,0,11.4255988429347,11.0892069235791,12.8985317428906,43.1408203714971,11.0762540837694
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,37500,0.937544861514901,211301.347560976,154.022464442139,597.154504024769,106.482993410665,0,5.43804979524725,2.38040567469498,6.26007588981178,9.37843921119503,2.38924461926949
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,30000,0.937544861514901,211301.347560976,114.485399875158,595.960098203751,85.186394728532,0,4.88056475121081,1.89658338309031,5.36583750194713,7.50275136895603,1.90664998457753
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,45000,0.937544861514901,211301.347560976,189.665572210881,597.952552221419,127.779592092798,0,5.94127293969954,2.86422796629965,7.04091051809034,11.254127053434,2.87184611395254
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,75000,0.937544861514901,211301.347560976,308.11410259967,599.55292784667,212.96598682133,0,7.61634143198487,4.79951713271833,9.36586316180096,18.7568784223901,4.80227953540321
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,245370,0.937544861514901,211301.347560976,727.81341402967,601.225819545152,696.739522484663,105,13.5649042210722,15.79002430881,14.0478578510986,41.2518591293343,15.7653382146512
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,54000,0.937544861514901,211301.347560976,228.610944681923,598.61868115317,153.335510511358,0,6.49163806160947,3.44481471622525,7.85559458653827,13.5049524641208,3.45097293861078
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,40500,0.937544861514901,211301.347560976,168.683788156003,597.509016313263,115.001632883518,0,5.6449804544143,2.57393459133685,6.58480603425386,10.1287143480906,2.5822846073386
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,412500,0.937544861514901,211301.347560976,1003.07273560873,601.524851851738,1171.31292751731,2137,17.4698947971882,26.5715202549285,15.2543250110147,8.74313852242708,26.5199306087021
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,29370,0.937544861514901,211301.347560976,110.943459199649,595.832185091066,83.3974804392328,0,4.83066772316883,1.85594231059552,5.28480340010354,7.34519359020795,1.86611251376536
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,67500,0.937544861514901,211301.347560976,281.220071857521,599.285801642669,191.669388139197,0,7.23573572949749,4.31569484111366,8.87944394242127,16.8811905801511,4.31966889301706
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,40500,0.937544861514901,211301.347560976,168.683788156003,597.509016313263,115.001632883518,0,5.6449804544143,2.57393459133685,6.58480603425386,10.1287143480906,2.5822846073386
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,230970,0.937544861514901,211301.347560976,700.051330133088,601.179822675477,655.850053014968,0,13.1711438633862,14.8610855089291,13.8693508966694,57.7636827895924,14.8387177828598
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,345600,0.937544861514901,211301.347560976,901.408183409853,601.439847591372,981.347267272689,1441,16.0274704697599,22.2558254138149,14.9081310009771,10.5961628761588,22.2150043232049
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,172500,0.937544861514901,211301.347560976,576.959941968159,600.914251457612,489.821769689059,0,11.4255988429347,11.0892069235791,12.8985317428906,43.1408203714971,11.0762540837694
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,285915,0.937544861514901,211301.347560976,801.762719879251,601.330458727217,811.868934960274,699,14.6138517872778,18.4055676172249,14.4635487721356,16.3335001984198,18.3743542924636
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,30000,0.937544861514901,211301.347560976,114.485399875158,595.960098203751,85.186394728532,0,4.88056475121081,1.89658338309031,5.36583750194713,7.50275136895603,1.90664998457753
FP01,0.057708751466575,230.692646532951,fresh_produce,5,600,281230,0.937544861514901,211301.347560976,793.506136050224,601.319908257516,798.565659650168,635,14.4967284991427,18.1033399590692,14.4211071710678,17.3279619715738,18.0728808335735
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,37500,0.937544861514901,211301.347560976,154.022464442139,597.154504024769,106.482993410665,0,5.43804979524725,2.38040567469498,6.26007588981178,9.37843921119503,2.38924461926949
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,345600,0.937544861514901,211301.347560976,901.408183409853,601.439847591372,981.347267272689,1441,16.0274704697599,22.2558254138149,14.9081310009771,10.5961628761588,22.2150043232049
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,360000,0.937544861514901,211301.347560976,924.091702761452,601.460811278201,1022.23673674238,1601,16.3492933891241,23.1847642136958,14.9937783838094,10.0177453924596,23.1416251822174
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,360000,0.937544861514901,211301.347560976,924.091702761452,601.460811278201,1022.23673674238,1601,16.3492933891241,23.1847642136958,14.9937783838094,10.0177453924596,23.1416251822174
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,50250,0.937544861514901,211301.347560976,212.823369622482,598.370009705251,142.687211170291,0,6.26847607537176,3.20290357042292,7.53073416320218,12.5671085430013,3.20966959723007
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,105000,0.937544861514901,211301.347560976,403.831207688329,600.240554256763,298.152381549862,0,8.9717952991188,6.73480629913702,10.8892801203965,26.2596297913461,6.73272863968283
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,172500,0.937544861514901,211301.347560976,576.959941968159,600.914251457612,489.821769689059,0,11.4255988429347,11.0892069235791,12.8985317428906,43.1408203714971,11.0762540837694
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,172500,0.937544861514901,211301.347560976,576.959941968159,600.914251457612,489.821769689059,0,11.4255988429347,11.0892069235791,12.8985317428906,43.1408203714971,11.0762540837694
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,230970,0.937544861514901,211301.347560976,700.051330133088,601.179822675477,655.850053014968,0,13.1711438633862,14.8610855089291,13.8693508966694,57.7636827895924,14.8387177828598
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,67500,0.937544861514901,211301.347560976,281.220071857521,599.285801642669,191.669388139197,0,7.23573572949749,4.31569484111366,8.87944394242127,16.8811905801511,4.31966889301706
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,349125,0.937544861514901,211301.347560976,907.005146775387,601.445139085175,991.356668653291,1480,16.1068767765553,22.483221890869,14.9297511845778,10.4455694442829,22.4418333849257
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,281145,0.937544861514901,211301.347560976,793.35568633524,601.31971359491,798.324298198438,633,14.4945943170756,18.0978566397643,14.4203250754354,17.3652661000584,18.0674111977687
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,37500,0.937544861514901,211301.347560976,154.022464442139,597.154504024769,106.482993410665,0,5.43804979524725,2.38040567469498,6.26007588981178,9.37843921119503,2.38924461926949
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,345600,0.937544861514901,211301.347560976,901.408183409853,601.439847591372,981.347267272689,1441,16.0274704697599,22.2558254138149,14.9081310009771,10.5961628761588,22.2150043232049
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,245376,0.937544861514901,211301.347560976,727.82480440452,601.225837586254,696.756559763609,105,13.565065779527,15.7904113666433,14.0479284114455,41.2528682874073,15.7657243065167
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,40500,0.937544861514901,211301.347560976,168.683788156003,597.509016313263,115.001632883518,0,5.6449804544143,2.57393459133685,6.58480603425386,10.1287143480906,2.5822846073386
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,54000,0.937544861514901,211301.347560976,228.610944681923,598.61868115317,153.335510511358,0,6.49163806160947,3.44481471622525,7.85559458653827,13.5049524641208,3.45097293861078
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,45000,0.937544861514901,211301.347560976,189.665572210881,597.952552221419,127.779592092798,0,5.94127293969954,2.86422796629965,7.04091051809034,11.254127053434,2.87184611395254
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,275325,0.937544861514901,211301.347560976,782.998113471038,601.306099275846,781.798137621103,552,14.3476696990548,17.7224105414791,14.3657183554618,18.877241007543,17.6929020216461
FP01,0.057708751466575,230.692646532951,fresh_produce,4,600,195000,0.937544861514901,211301.347560976,626.543955400405,601.035278297298,553.711565735458,0,12.1286761502367,12.5406737983931,13.3278700645413,48.7678838982142,12.5240976688776
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,50250,0.937544861514901,211301.347560976,212.823369622482,598.370009705251,142.687211170291,0,6.26847607537176,3.20290357042292,7.53073416320218,12.5671085430013,3.20966959723007
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,170700,0.937544861514901,211301.347560976,572.853237936611,600.903192630636,484.710586005347,0,11.3673725698175,10.9730895735939,12.8604085719116,42.6906552893598,10.9604266204835
FP01,0.057708751466575,230.692646532951,fresh_produce,1,600,165000,0.937544861514901,211301.347560976,559.699688045612,600.866583149356,468.525171006926,0,11.1808823672684,10.6053846319744,12.735520688631,41.2651325292581,10.5936396805826
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,30000,0.937544861514901,211301.347560976,114.485399875158,595.960098203751,85.186394728532,0,4.88056475121081,1.89658338309031,5.36583750194713,7.50275136895603,1.90664998457753
FP01,0.057708751466575,230.692646532951,fresh_produce,1,600,288825,0.937544861514901,211301.347560976,806.856166013116,601.336839748814,820.132015248942,738,14.6861052904605,18.5932906663675,14.4892668057638,15.7962173066293,18.561608887797
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,4,600,360000,0.937544861514901,211301.347560976,924.091702761452,601.460811278201,1022.23673674238,1601,16.3492933891241,23.1847642136958,14.9937783838094,10.0177453924596,23.1416251822174
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,177000,0.937544861514901,211301.347560976,587.131335918644,600.940915594035,502.599728898339,0,11.5698157156137,11.3795002985419,12.9912126693716,44.2662330768405,11.3658227587806
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,342000,0.937544861514901,211301.347560976,895.661764967798,601.434330993763,971.124899905265,1399,15.9459442974857,22.0235907138446,14.8855928451239,10.7726774930042,21.9833491131546
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,230685,0.937544861514901,211301.347560976,699.493022701863,601.178854419675,655.040782265047,0,13.1632253989267,14.8427002618481,13.8656238556477,57.6924066515874,14.8203784211358
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,67500,0.937544861514901,211301.347560976,281.220071857521,599.285801642669,191.669388139197,0,7.23573572949749,4.31569484111366,8.87944394242127,16.8811905801511,4.31966889301706
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,67500,0.937544861514901,211301.347560976,281.220071857521,599.285801642669,191.669388139197,0,7.23573572949749,4.31569484111366,8.87944394242127,16.8811905801511,4.31966889301706
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,267450,0.937544861514901,211301.347560976,768.80250596871,601.286735262664,759.436709004863,439,14.1463055715148,17.2143971352942,14.288376125803,21.6328767336551,17.1861563741656
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,56250,0.937544861514901,211301.347560976,237.813854550037,598.752025873327,159.724490115998,0,6.6217555732466,3.58996140370666,8.04135175432883,14.0676588167925,3.59575521650917
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,172500,0.937544861514901,211301.347560976,576.959941968159,600.914251457612,489.821769689059,0,11.4255988429347,11.0892069235791,12.8985317428906,43.1408203714971,11.0762540837694
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,215688,0.937544861514901,211301.347560976,669.597142170714,601.124297170825,612.456103540254,0,12.7392265274234,13.8752492075554,13.657745692559,53.9417812422462,13.8553419642112
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,67500,0.937544861514901,211301.347560976,281.220071857521,599.285801642669,191.669388139197,0,7.23573572949749,4.31569484111366,8.87944394242127,16.8811905801511,4.31966889301706
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,54000,0.937544861514901,211301.347560976,228.610944681923,598.61868115317,153.335510511358,0,6.49163806160947,3.44481471622525,7.85559458653827,13.5049524641208,3.45097293861078
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,343200,0.937544861514901,211301.347560976,897.580677465863,601.436182711283,974.532355694406,1413,15.9731684298603,22.1010022805014,14.8931577578677,10.7128262237291,22.0605675162861
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,105000,0.937544861514901,211301.347560976,403.831207688329,600.240554256763,298.152381549862,0,8.9717952991188,6.73480629913702,10.8892801203965,26.2596297913461,6.73272863968283
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,174300,0.937544861514901,211301.347560976,581.044677282974,600.925082138404,494.932953372771,0,11.4835144078449,11.2053242735642,12.9360477874031,43.5909854536345,11.1920815509539
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,360000,0.937544861514901,211301.347560976,924.091702761452,601.460811278201,1022.23673674238,1601,16.3492933891241,23.1847642136958,14.9937783838094,10.0177453924596,23.1416251822174
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,195000,0.937544861514901,211301.347560976,626.543955400405,601.035278297298,553.711565735458,0,12.1286761502367,12.5406737983931,13.3278700645413,48.7678838982142,12.5240976688776
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,15000,0.937544861514901,211301.347560976,15.7690220408667,590.035745849345,42.593197364266,0,3.49433592321598,0.928938799880968,3.12704950740171,3.75137568447801,0.941522439672477
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,263475,0.937544861514901,211301.347560976,761.55548342914,601.276521778553,748.149511703332,381,14.0435086519296,16.9579713207437,14.2477455012909,23.4588573615691,16.9303704834105
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,390000,0.937544861514901,211301.347560976,969.896707897458,601.499516031449,1107.42313147092,1916,16.9991755361244,25.1200533801145,15.1515895912924,9.17139933904699,25.0720853899315
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,402000,0.937544861514901,211301.347560976,987.709495450178,601.513381229278,1141.49768936233,2035,17.2519112119757,25.894169046682,15.2078915707817,8.92789083760637,25.8442695005934
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,375000,0.937544861514901,211301.347560976,947.229724076626,601.480937335017,1064.82993410665,1761,16.6775723778233,24.1524087969052,15.0759250969807,9.54821588260046,24.1068552728787
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,54000,0.937544861514901,211301.347560976,228.610944681923,598.61868115317,153.335510511358,0,6.49163806160947,3.44481471622525,7.85559458653827,13.5049524641208,3.45097293861078
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,195000,0.937544861514901,211301.347560976,626.543955400405,601.035278297298,553.711565735458,0,12.1286761502367,12.5406737983931,13.3278700645413,48.7678838982142,12.5240976688776
FP01,0.057708751466575,230.692646532951,fresh_produce,0,600,360000,0.937544861514901,211301.347560976,924.091702761452,601.460811278201,1022.23673674238,1601,16.3492933891241,23.1847642136958,14.9937783838094,10.0177453924596,23.1416251822174
