data_type,group_id,k,n,N
fresh_produce,FP15,0,600,19520
fresh_produce,FP21,0,600,108000
fresh_produce,FP24,0,600,99000
fresh_produce,FP11,0,600,47628
fresh_produce,FP21,0,600,144000
fresh_produce,FP04,0,600,480000
fresh_produce,FP07,0,600,42000
fresh_produce,FP07,0,600,56300
fresh_produce,FP06,0,600,3780000
fresh_produce,FP06,0,600,840000
fresh_produce,FP06,0,600,840000
fresh_produce,FP28,0,600,150696
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,468000
fresh_produce,FP12,3,600,27562
fresh_produce,FP14,0,600,5332
fresh_produce,FP29,3,600,31560
fresh_produce,FP16,0,600,8197
fresh_produce,FP09,0,600,3346
fresh_produce,FP29,0,600,70400
fresh_produce,FP18,0,600,55800
fresh_produce,FP09,0,600,4921
fresh_produce,FP21,0,600,98000
fresh_produce,FP09,0,600,5880
fresh_produce,FP29,0,600,67500
fresh_produce,FP15,0,600,21760
fresh_produce,FP31,2,600,31200
fresh_produce,FP17,0,600,38304
fresh_produce,FP12,0,600,34188
fresh_produce,FP07,0,600,42000
fresh_produce,FP07,1,600,42000
fresh_produce,FP21,0,600,120000
fresh_produce,FP32,0,600,24576
fresh_produce,FP21,0,600,135000
fresh_produce,FP07,0,600,42000
fresh_produce,FP06,0,600,840000
fresh_produce,FP04,0,600,234000
fresh_produce,FP21,0,600,36750
fresh_produce,FP21,0,600,108000
fresh_produce,FP03,0,600,213400
fresh_produce,FP07,0,600,1e+05
fresh_produce,FP11,0,600,33600
fresh_produce,FP11,1,600,22400
fresh_produce,FP28,0,600,108300
fresh_produce,FP24,25,600,210000
fresh_produce,FP11,0,600,53200
fresh_produce,FP11,0,600,53200
fresh_produce,FP24,20,600,210000
fresh_produce,FP24,12,600,210000
fresh_produce,FP32,3,600,12288
fresh_produce,FP06,0,600,4410000
fresh_produce,FP03,2,600,34800
fresh_produce,FP07,2,600,84000
fresh_produce,FP25,0,600,108000
fresh_produce,FP21,0,600,108000
fresh_produce,FP29,0,600,67220
fresh_produce,FP31,0,600,16627
fresh_produce,FP18,0,600,54684
fresh_produce,FP12,0,600,68675
fresh_produce,FP14,0,600,29590
fresh_produce,FP09,0,600,2905
fresh_produce,FP13,0,600,2242
fresh_produce,FP29,0,600,82400
fresh_produce,FP12,0,600,127500
fresh_produce,FP18,0,600,52200
fresh_produce,FP14,0,600,19048
fresh_produce,FP15,0,600,32960
fresh_produce,FP09,0,600,3997
fresh_produce,FP04,0,600,468000
fresh_produce,FP07,0,600,42000
fresh_produce,FP04,0,600,348150
fresh_produce,FP04,0,600,480000
fresh_produce,FP21,0,600,135000
fresh_produce,FP28,0,600,125100
fresh_produce,FP28,0,600,123120
fresh_produce,FP21,0,600,108000
fresh_produce,FP04,0,600,351000
fresh_produce,FP04,0,600,468000
fresh_produce,FP03,0,600,42000
fresh_produce,FP21,0,600,135000
fresh_produce,FP18,0,600,36720
fresh_produce,FP29,10,600,30400
fresh_produce,FP15,10,600,9440
fresh_produce,FP31,0,600,16380
fresh_produce,FP16,15,600,14000
fresh_produce,FP12,0,600,85000
fresh_produce,FP17,10,600,105000
fresh_produce,FP14,15,600,5320
fresh_produce,FP09,0,600,1428
fresh_produce,FP29,0,600,111700
fresh_produce,FP32,5,600,18432
fresh_produce,FP21,0,600,117000
fresh_produce,FP21,0,600,144000
fresh_produce,FP04,0,600,55500
fresh_produce,FP21,0,600,135000
fresh_produce,FP32,50,600,24576
fresh_produce,FP07,1,600,42000
fresh_produce,FP29,0,600,30000
fresh_produce,FP16,2,600,33000
fresh_produce,FP18,0,600,26280
fresh_produce,FP21,0,600,73500
fresh_produce,FP06,0,600,1260000
fresh_produce,FP24,0,600,80100
fresh_produce,FP07,1,600,122330
fresh_produce,FP20,4,600,252000
fresh_produce,FP11,0,600,56000
fresh_produce,FP01,0,600,281145
fresh_produce,FP01,0,600,37500
fresh_produce,FP28,9,600,59040
fresh_produce,FP21,0,600,108000
fresh_produce,FP21,0,600,73500
fresh_produce,FP21,0,600,110250
fresh_produce,FP29,0,600,90320
fresh_produce,FP15,0,600,17744
fresh_produce,FP16,0,600,5904
fresh_produce,FP18,0,600,47628
fresh_produce,FP12,0,600,71750
fresh_produce,FP09,0,600,8183
fresh_produce,FP04,0,600,81750
fresh_produce,FP04,0,600,351000
fresh_produce,FP04,0,600,468000
fresh_produce,FP07,0,600,42000
fresh_produce,FP32,0,600,24576
fresh_produce,FP14,0,600,29262
fresh_produce,FP29,0,600,60600
fresh_produce,FP16,0,600,11920
fresh_produce,FP18,0,600,66600
fresh_produce,FP09,0,600,5362
fresh_produce,FP21,0,600,117000
fresh_produce,FP07,2,600,42000
fresh_produce,FP05,2,600,230400
fresh_produce,FP20,1,600,580800
fresh_produce,FP25,0,600,52073
fresh_produce,FP06,0,600,1890000
fresh_produce,FP21,0,600,108000
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,134000
fresh_produce,FP32,1,600,14528
fresh_produce,FP06,0,600,1068000
fresh_produce,FP06,0,600,3780000
fresh_produce,FP06,0,600,840000
fresh_produce,FP06,0,600,5160000
fresh_produce,FP06,0,600,1008000
fresh_produce,FP24,7,600,108110
fresh_produce,FP15,0,600,20576
fresh_produce,FP18,0,600,69336
fresh_produce,FP14,0,600,8460
fresh_produce,FP29,0,600,55460
fresh_produce,FP09,0,600,3913
fresh_produce,FP29,0,600,98500
fresh_produce,FP15,0,600,27840
fresh_produce,FP31,0,600,32370
fresh_produce,FP17,0,600,27720
fresh_produce,FP12,0,600,26875
fresh_produce,FP18,0,600,58320
fresh_produce,FP09,0,600,7455
fresh_produce,FP29,0,600,76700
fresh_produce,FP15,2,600,16800
fresh_produce,FP31,0,600,12870
fresh_produce,FP18,0,600,84600
fresh_produce,FP04,0,600,468000
fresh_produce,FP07,1,600,42000
fresh_produce,FP07,0,600,45400
fresh_produce,FP06,0,600,630000
fresh_produce,FP07,0,600,42000
fresh_produce,FP32,2,600,24576
fresh_produce,FP06,0,600,3480000
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,144000
fresh_produce,FP07,0,600,153800
fresh_produce,FP03,2,600,99000
fresh_produce,FP24,0,600,112000
fresh_produce,FP32,0,600,24576
fresh_produce,FP07,0,600,42000
fresh_produce,FP08,3,600,17688
fresh_produce,FP08,3,600,4675
fresh_produce,FP08,4,600,17530
fresh_produce,FP06,0,600,1740000
fresh_produce,FP06,0,600,1260000
fresh_produce,FP06,0,600,1740000
fresh_produce,FP24,0,600,97550
fresh_produce,FP28,0,600,114696
fresh_produce,FP07,0,600,96000
fresh_produce,FP28,0,600,113220
fresh_produce,FP21,0,600,108000
fresh_produce,FP12,0,600,144375
fresh_produce,FP29,0,600,47700
fresh_produce,FP14,0,600,17640
fresh_produce,FP15,0,600,23040
fresh_produce,FP18,0,600,102600
fresh_produce,FP09,0,600,8512
fresh_produce,FP31,0,600,23189
fresh_produce,FP15,0,600,18981
fresh_produce,FP18,0,600,89914
fresh_produce,FP12,0,600,82400
fresh_produce,FP21,0,600,135000
fresh_produce,FP04,0,600,480000
fresh_produce,FP04,5,600,3e+05
fresh_produce,FP21,0,600,120000
fresh_produce,FP21,0,600,108000
fresh_produce,FP04,0,600,468000
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,101250
fresh_produce,FP21,0,600,73500
fresh_produce,FP21,0,600,110250
fresh_produce,FP29,0,600,124600
fresh_produce,FP18,1,600,77400
fresh_produce,FP15,1,600,16000
fresh_produce,FP31,0,600,30550
fresh_produce,FP12,0,600,40625
fresh_produce,FP09,0,600,4186
fresh_produce,FP07,0,600,42000
fresh_produce,FP32,0,600,24576
fresh_produce,FP04,0,600,468000
fresh_produce,FP07,0,600,42000
fresh_produce,FP04,0,600,1152000
fresh_produce,FP25,0,600,82735
fresh_produce,FP07,0,600,42000
fresh_produce,FP07,5,600,42000
fresh_produce,FP04,0,600,480000
fresh_produce,FP21,0,600,135000
fresh_produce,FP07,10,600,42000
fresh_produce,FP29,0,600,39600
fresh_produce,FP18,0,600,41400
fresh_produce,FP11,0,600,56000
fresh_produce,FP20,0,600,251520
fresh_produce,FP21,0,600,108000
fresh_produce,FP06,0,600,1680000
fresh_produce,FP25,0,600,119553
fresh_produce,FP25,0,600,58280
fresh_produce,FP09,0,600,8596
fresh_produce,FP25,0,600,47513
fresh_produce,FP14,0,600,32711
fresh_produce,FP16,0,600,31310
fresh_produce,FP25,0,600,47513
fresh_produce,FP09,0,600,7525
fresh_produce,FP04,0,600,936000
fresh_produce,FP04,0,600,468000
fresh_produce,FP32,300,600,24576
fresh_produce,FP04,0,600,297000
fresh_produce,FP07,5,600,42000
fresh_produce,FP06,0,600,2520000
fresh_produce,FP07,2,600,42000
fresh_produce,FP07,0,600,42000
fresh_produce,FP24,3,600,115975
fresh_produce,FP30,1,600,102960
fresh_produce,FP20,0,600,252000
fresh_produce,FP03,0,600,141000
fresh_produce,FP20,0,600,504000
fresh_produce,FP20,6,600,504000
fresh_produce,FP24,5,600,210000
fresh_produce,FP24,0,600,44550
fresh_produce,FP24,0,600,56000
fresh_produce,FP24,0,600,104330
fresh_produce,FP28,0,600,81900
fresh_produce,FP28,0,600,22680
fresh_produce,FP28,0,600,10800
fresh_produce,FP05,13,600,230400
fresh_produce,FP21,0,600,110250
fresh_produce,FP21,0,600,108000
fresh_produce,FP25,0,600,54000
fresh_produce,FP25,0,600,57153
fresh_produce,FP03,0,600,42000
fresh_produce,FP32,0,600,15360
fresh_produce,FP25,0,600,57153
fresh_produce,FP07,10,600,42000
fresh_produce,FP29,10,600,40000
fresh_produce,FP14,5,600,12000
fresh_produce,FP17,1,600,151200
fresh_produce,FP12,1,600,62500
fresh_produce,FP04,0,600,480000
fresh_produce,FP21,0,600,120000
fresh_produce,FP28,1,600,85740
fresh_produce,FP25,0,600,97930
fresh_produce,FP33,0,600,198130
fresh_produce,FP30,0,600,120960
fresh_produce,FP21,0,600,220500
fresh_produce,FP21,0,600,108000
fresh_produce,FP21,0,600,130000
fresh_produce,FP05,0,600,230400
fresh_produce,FP32,0,600,16512
fresh_produce,FP21,0,600,73500
fresh_produce,FP18,0,600,67680
fresh_produce,FP31,0,600,22750
fresh_produce,FP29,0,600,48000
fresh_produce,FP21,0,600,73500
fresh_produce,FP21,0,600,135000
fresh_produce,FP07,3,600,42000
fresh_produce,FP09,0,600,4466
fresh_produce,FP29,0,600,43500
fresh_produce,FP14,1,600,7320
fresh_produce,FP18,0,600,75708
fresh_produce,FP15,0,600,4032
fresh_produce,FP09,0,600,8197
fresh_produce,FP14,0,600,4712
fresh_produce,FP12,0,600,22875
fresh_produce,FP17,0,600,35784
fresh_produce,FP31,0,600,31850
fresh_produce,FP15,0,600,22720
fresh_produce,FP29,0,600,53900
fresh_produce,FP21,0,600,116250
fresh_produce,FP32,0,600,24576
fresh_produce,FP04,0,600,3e+05
fresh_produce,FP01,0,600,345600
fresh_produce,FP01,0,600,245376
fresh_produce,FP01,0,600,40500
fresh_produce,FP01,0,600,54000
fresh_produce,FP03,0,600,201600
fresh_produce,FP07,0,600,107200
fresh_produce,FP11,0,600,50400
fresh_produce,FP25,0,600,108867
fresh_produce,FP11,1,600,47628
fresh_produce,FP01,0,600,390000
fresh_produce,FP33,0,600,95340
fresh_produce,FP04,5,600,468000
fresh_produce,FP07,1,600,42000
fresh_produce,FP32,0,600,12288
fresh_produce,FP04,0,600,480000
fresh_produce,FP21,0,600,120000
fresh_produce,FP20,0,600,261360
fresh_produce,FP07,0,600,107200
fresh_produce,FP32,0,600,27320
fresh_produce,FP07,0,600,42000
fresh_produce,FP07,2,600,42000
fresh_produce,FP07,1,600,42000
fresh_produce,FP21,0,600,108000
fresh_produce,FP04,10,600,936000
fresh_produce,FP04,10,600,468000
fresh_produce,FP25,2,600,34927
fresh_produce,FP29,0,600,42034
fresh_produce,FP15,0,600,7984
fresh_produce,FP31,0,600,7293
fresh_produce,FP18,0,600,69725
fresh_produce,FP12,0,600,73781
fresh_produce,FP14,1,600,48040
fresh_produce,FP09,0,600,5516
fresh_produce,FP04,0,600,480000
fresh_produce,FP04,0,600,3e+05
fresh_produce,FP07,0,600,42000
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,135000
fresh_produce,FP13,0,600,1976
fresh_produce,FP31,0,600,4992
fresh_produce,FP29,0,600,51650
fresh_produce,FP12,0,600,155906
fresh_produce,FP18,0,600,96048
fresh_produce,FP14,1,600,28584
fresh_produce,FP15,0,600,18352
fresh_produce,FP09,0,600,11732
fresh_produce,FP21,10,600,108000
fresh_produce,FP21,0,600,116250
fresh_produce,FP32,5,600,5888
fresh_produce,FP21,3,600,98000
fresh_produce,FP32,3,600,24576
fresh_produce,FP29,10,600,113400
fresh_produce,FP18,0,600,46800
fresh_produce,FP15,5,600,38560
fresh_produce,FP31,5,600,7670
fresh_produce,FP12,0,600,75000
fresh_produce,FP13,5,600,4560
fresh_produce,FP21,0,600,110250
fresh_produce,FP04,5,600,477000
fresh_produce,FP06,0,600,1260000
fresh_produce,FP21,0,600,108000
fresh_produce,FP05,7,600,228600
fresh_produce,FP25,0,600,54000
fresh_produce,FP07,2,600,42000
fresh_produce,FP21,0,600,135000
fresh_produce,FP32,0,600,24576
fresh_produce,FP07,2,600,42000
fresh_produce,FP09,0,600,5544
fresh_produce,FP07,1,600,42000
fresh_produce,FP04,0,600,220500
fresh_produce,FP04,0,600,936000
fresh_produce,FP21,0,600,108000
fresh_produce,FP06,0,600,2520000
fresh_produce,FP07,0,600,84000
fresh_produce,FP20,0,600,252000
fresh_produce,FP20,0,600,252000
fresh_produce,FP11,0,600,56000
fresh_produce,FP20,7,600,252000
fresh_produce,FP25,0,600,119753
fresh_produce,FP29,0,600,50600
fresh_produce,FP15,1,600,7040
fresh_produce,FP31,0,600,13039
fresh_produce,FP16,0,600,15048
fresh_produce,FP18,0,600,30600
fresh_produce,FP12,0,600,46500
fresh_produce,FP09,0,600,9114
fresh_produce,FP25,0,600,59877
fresh_produce,FP21,0,600,128300
fresh_produce,FP07,1,600,42000
fresh_produce,FP04,0,600,3e+05
fresh_produce,FP07,2,600,42000
fresh_produce,FP21,0,600,120000
fresh_produce,FP21,0,600,116250
fresh_produce,FP29,0,600,62790
fresh_produce,FP32,0,600,18432
fresh_produce,FP31,0,600,9074
fresh_produce,FP15,0,600,10800
fresh_produce,FP09,0,600,6230
fresh_produce,FP07,2,600,42000
fresh_produce,FP07,0,600,40000
fresh_produce,FP04,0,600,936000
fresh_produce,FP21,0,600,73500
fresh_produce,FP25,0,600,48600
fresh_produce,FP20,0,600,251760
fresh_produce,FP08,2,600,21946
fresh_produce,FP32,0,600,26432
fresh_produce,FP03,0,600,23250
fresh_produce,FP07,5,600,80000
fresh_produce,FP07,2,600,42000
fresh_produce,FP06,0,600,2310000
fresh_produce,FP04,0,600,448800
fresh_produce,FP04,0,600,550200
fresh_produce,FP04,5,600,468000
fresh_produce,FP33,0,600,198130
fresh_produce,FP01,0,600,45000
fresh_produce,FP01,0,600,275325
fresh_produce,FP11,3,600,42000
fresh_produce,FP01,4,600,195000
fresh_produce,FP25,0,600,51000
fresh_produce,FP25,0,600,180380
fresh_produce,FP25,0,600,47173
fresh_produce,FP25,0,600,83010
fresh_produce,FP25,0,600,43393
fresh_produce,FP21,0,600,108000
fresh_produce,FP29,0,600,43900
fresh_produce,FP15,0,600,14720
fresh_produce,FP31,0,600,23010
fresh_produce,FP17,10,600,24948
fresh_produce,FP12,0,600,16812
fresh_produce,FP18,0,600,118332
fresh_produce,FP09,7,600,6300
fresh_produce,FP14,8,600,7308
fresh_produce,FP18,0,600,81216
fresh_produce,FP12,15,600,27500
fresh_produce,FP07,0,600,42000
fresh_produce,FP29,0,600,35250
fresh_produce,FP16,1,600,9784
fresh_produce,FP09,0,600,7000
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,116250
fresh_produce,FP32,0,600,33984
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,120000
fresh_produce,FP21,0,600,108000
fresh_produce,FP07,2,600,96000
fresh_produce,FP03,0,600,105600
fresh_produce,FP04,5,600,468000
fresh_produce,FP04,5,600,468000
fresh_produce,FP08,0,600,12060
fresh_produce,FP05,0,600,230400
fresh_produce,FP07,2,600,46960
fresh_produce,FP03,0,600,44270
fresh_produce,FP07,1,600,46700
fresh_produce,FP32,2,600,24576
fresh_produce,FP06,0,600,2520000
fresh_produce,FP20,0,600,204000
fresh_produce,FP20,1,600,25200
fresh_produce,FP24,12,600,4875
fresh_produce,FP25,0,600,53250
fresh_produce,FP28,0,600,125832
fresh_produce,FP28,0,600,108000
fresh_produce,FP28,0,600,108000
fresh_produce,FP20,1,600,251520
fresh_produce,FP20,0,600,234000
fresh_produce,FP24,0,600,110700
fresh_produce,FP20,10,600,754560
fresh_produce,FP30,3,600,122100
fresh_produce,FP20,8,600,774000
fresh_produce,FP20,3,600,522000
fresh_produce,FP20,0,600,504000
fresh_produce,FP20,0,600,251760
fresh_produce,FP20,0,600,268800
fresh_produce,FP21,0,600,108000
fresh_produce,FP04,6,600,477000
fresh_produce,FP21,0,600,108000
fresh_produce,FP29,0,600,52780
fresh_produce,FP31,0,600,10499
fresh_produce,FP15,0,600,19355
fresh_produce,FP18,0,600,88866
fresh_produce,FP12,0,600,72500
fresh_produce,FP14,0,600,48400
fresh_produce,FP09,0,600,4445
fresh_produce,FP03,0,600,42000
fresh_produce,FP07,0,600,42000
fresh_produce,FP31,0,600,11348
fresh_produce,FP29,0,600,92868
fresh_produce,FP12,0,600,139062
fresh_produce,FP18,0,600,92106
fresh_produce,FP14,0,600,24684
fresh_produce,FP15,0,600,16656
fresh_produce,FP32,0,600,24576
fresh_produce,FP21,0,600,135000
fresh_produce,FP03,0,600,75600
fresh_produce,FP04,0,600,468000
fresh_produce,FP07,4,600,42000
fresh_produce,FP07,1,600,42000
fresh_produce,FP06,0,600,1680000
fresh_produce,FP07,0,600,42000
fresh_produce,FP04,10,600,369000
fresh_produce,FP04,4,600,291000
fresh_produce,FP29,0,600,106400
fresh_produce,FP06,0,600,1260000
fresh_produce,FP21,0,600,73500
fresh_produce,FP07,1,600,42000
fresh_produce,FP29,0,600,29600
fresh_produce,FP18,0,600,41400
fresh_produce,FP04,0,600,3e+05
fresh_produce,FP04,0,600,480000
fresh_produce,FP21,1,600,270000
fresh_produce,FP07,0,600,42000
fresh_produce,FP32,0,600,12288
fresh_produce,FP21,0,600,116300
fresh_produce,FP32,1,600,24576
fresh_produce,FP03,0,600,499200
fresh_produce,FP07,0,600,1e+05
fresh_produce,FP28,0,600,113220
fresh_produce,FP28,0,600,125100
fresh_produce,FP25,0,600,97070
fresh_produce,FP03,0,600,201600
fresh_produce,FP25,0,600,54000
fresh_produce,FP20,12,600,252000
fresh_produce,FP11,3,600,56000
fresh_produce,FP25,0,600,36667
fresh_produce,FP28,0,600,123120
fresh_produce,FP06,0,600,1890000
fresh_produce,FP04,0,600,468000
fresh_produce,FP25,0,600,53580
fresh_produce,FP29,0,600,71879
fresh_produce,FP15,0,600,13760
fresh_produce,FP12,0,600,66806
fresh_produce,FP16,0,600,10499
fresh_produce,FP18,0,600,87289
fresh_produce,FP09,0,600,7735
fresh_produce,FP14,0,600,26062
fresh_produce,FP29,0,600,62479
fresh_produce,FP31,2,600,10322
fresh_produce,FP16,0,600,7554
fresh_produce,FP18,0,600,65232
fresh_produce,FP09,0,600,6538
fresh_produce,FP07,0,600,42000
fresh_produce,FP07,3,600,42000
fresh_produce,FP07,3,600,42000
fresh_produce,FP03,0,600,42100
fresh_produce,FP32,6,600,16128
fresh_produce,FP05,1,600,226800
fresh_produce,FP25,0,600,34927
fresh_produce,FP30,1,600,114648
fresh_produce,FP28,5,600,122220
fresh_produce,FP28,5,600,107940
fresh_produce,FP28,4,600,120000
fresh_produce,FP24,0,600,110050
fresh_produce,FP11,0,600,50160
fresh_produce,FP25,0,600,54000
fresh_produce,FP25,0,600,60000
fresh_produce,FP25,0,600,60000
fresh_produce,FP28,0,600,148428
fresh_produce,FP25,0,600,162000
fresh_produce,FP25,0,600,6000
fresh_produce,FP06,0,600,2520000
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,936000
fresh_produce,FP07,1,600,42000
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,35000
fresh_produce,FP21,0,600,135000
fresh_produce,FP21,0,600,116250
fresh_produce,FP07,3,600,15900
fresh_produce,FP07,3,600,42000
fresh_produce,FP21,0,600,204000
fresh_produce,FP32,0,600,24576
fresh_produce,FP03,0,600,23250
fresh_produce,FP28,0,600,53100
fresh_produce,FP20,0,600,284736
fresh_produce,FP33,0,600,13560
fresh_produce,FP33,0,600,85464
fresh_produce,FP25,0,600,59873
fresh_produce,FP25,0,600,45563
fresh_produce,FP25,0,600,36590
fresh_produce,FP25,0,600,36590
fresh_produce,FP25,0,600,51710
fresh_produce,FP25,0,600,36590
fresh_produce,FP25,0,600,47173
fresh_produce,FP25,0,600,36590
fresh_produce,FP25,0,600,49123
fresh_produce,FP25,0,600,50850
fresh_produce,FP07,2,600,37800
fresh_produce,FP14,2,600,5720
fresh_produce,FP15,0,600,16320
fresh_produce,FP29,6,600,25300
fresh_produce,FP09,0,600,6314
fresh_produce,FP05,5,600,230400
fresh_produce,FP32,0,600,12288
fresh_produce,FP21,0,600,134000
fresh_produce,FP03,0,600,42000
fresh_produce,FP21,0,600,134000
fresh_produce,FP04,0,600,480000
fresh_produce,FP03,10,600,36300
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,1,600,122250
fresh_produce,FP32,0,600,24576
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,468000
fresh_produce,FP21,0,600,73500
fresh_produce,FP01,0,600,50250
fresh_produce,FP03,1,600,201600
fresh_produce,FP07,4,600,107200
fresh_produce,FP11,2,600,39900
fresh_produce,FP03,9,600,117100
fresh_produce,FP03,0,600,42000
fresh_produce,FP07,3,600,42000
fresh_produce,FP32,0,600,7232
fresh_produce,FP07,0,600,42000
fresh_produce,FP21,0,600,116250
fresh_produce,FP20,5,600,214080
fresh_produce,FP11,0,600,50400
fresh_produce,FP25,0,600,52017
fresh_produce,FP25,0,600,55113
fresh_produce,FP33,0,600,237600
fresh_produce,FP11,1,600,50400
fresh_produce,FP01,0,600,170700
fresh_produce,FP25,0,600,139867
fresh_produce,FP25,0,600,2417
fresh_produce,FP14,0,600,33316
fresh_produce,FP29,0,600,63343
fresh_produce,FP31,0,600,9490
fresh_produce,FP12,0,600,161687
fresh_produce,FP18,0,600,99810
fresh_produce,FP09,0,600,5551
fresh_produce,FP29,0,600,52400
fresh_produce,FP15,0,600,11040
fresh_produce,FP31,0,600,7540
fresh_produce,FP16,0,600,9520
fresh_produce,FP12,0,600,70625
fresh_produce,FP14,0,600,33400
fresh_produce,FP18,0,600,36000
fresh_produce,FP03,0,600,44000
fresh_produce,FP21,0,600,130000
fresh_produce,FP04,0,600,535050
fresh_produce,FP04,0,600,480000
fresh_produce,FP21,0,600,135000
fresh_produce,FP04,0,600,468000
fresh_produce,FP03,0,600,42000
fresh_produce,FP07,0,600,42000
fresh_produce,FP04,0,600,216000
fresh_produce,FP03,0,600,41000
fresh_produce,FP04,0,600,936000
fresh_produce,FP03,0,600,42000
fresh_produce,FP05,4,600,230400
fresh_produce,FP21,2,600,120000
fresh_produce,FP03,3,600,42000
fresh_produce,FP03,0,600,42000
fresh_produce,FP03,4,600,42000
fresh_produce,FP17,0,600,96600
fresh_produce,FP14,0,600,6200
fresh_produce,FP12,0,600,43750
fresh_produce,FP16,0,600,16240
fresh_produce,FP28,0,600,117180
fresh_produce,FP21,0,600,102000
fresh_produce,FP29,0,600,81400
fresh_produce,FP15,3,600,14880
fresh_produce,FP18,0,600,90000
fresh_produce,FP16,1,600,25680
fresh_produce,FP12,1,600,58750
fresh_produce,FP09,0,600,2534
fresh_produce,FP22,0,600,17628
fresh_produce,FP07,2,600,142400
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,3,600,468000
fresh_produce,FP21,0,600,120000
fresh_produce,FP32,0,600,24576
fresh_produce,FP04,5,600,170100
fresh_produce,FP04,10,600,288000
fresh_produce,FP04,0,600,480000
fresh_produce,FP21,0,600,135000
fresh_produce,FP21,0,600,135000
fresh_produce,FP32,0,600,24576
fresh_produce,FP07,3,600,39000
fresh_produce,FP21,0,600,14250
fresh_produce,FP09,0,600,5292
fresh_produce,FP29,2,600,33600
fresh_produce,FP18,1,600,43200
fresh_produce,FP20,5,600,504000
fresh_produce,FP20,0,600,229320
fresh_produce,FP20,2,600,50400
fresh_produce,FP20,0,600,774000
fresh_produce,FP20,0,600,146496
fresh_produce,FP24,0,600,42850
fresh_produce,FP25,0,600,34650
fresh_produce,FP25,0,600,34650
fresh_produce,FP20,3,600,502080
fresh_produce,FP20,10,600,252000
fresh_produce,FP20,10,600,252000
fresh_produce,FP21,0,600,102000
fresh_produce,FP04,5,600,468000
fresh_produce,FP21,10,600,73500
fresh_produce,FP03,2,600,33600
fresh_produce,FP29,0,600,79743
fresh_produce,FP18,0,600,55418
fresh_produce,FP16,0,600,14730
fresh_produce,FP31,0,600,19475
fresh_produce,FP12,0,600,48637
fresh_produce,FP09,0,600,9548
fresh_produce,FP03,8,600,42000
fresh_produce,FP07,4,600,47540
fresh_produce,FP03,2,600,47400
fresh_produce,FP21,0,600,120000
fresh_produce,FP03,15,600,42000
fresh_produce,FP03,0,600,45860
fresh_produce,FP04,0,600,453600
fresh_produce,FP14,0,600,51220
fresh_produce,FP29,0,600,67804
fresh_produce,FP16,0,600,24192
fresh_produce,FP18,0,600,69588
fresh_produce,FP15,0,600,25208
fresh_produce,FP09,0,600,5866
fresh_produce,FP20,0,600,268320
fresh_produce,FP24,0,600,107760
fresh_produce,FP30,1,600,90090
fresh_produce,FP20,2,600,270000
fresh_produce,FP33,0,600,229210
fresh_produce,FP20,0,600,252000
fresh_produce,FP01,1,600,165000
fresh_produce,FP20,0,600,343116
fresh_produce,FP20,0,600,250560
fresh_produce,FP03,0,600,42000
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,468000
fresh_produce,FP05,5,600,291600
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,30000
fresh_produce,FP21,0,600,116250
fresh_produce,FP03,4,600,42000
fresh_produce,FP21,0,600,120000
fresh_produce,FP03,9,600,33600
fresh_produce,FP04,0,600,480000
fresh_produce,FP01,0,600,30000
fresh_produce,FP01,1,600,288825
fresh_produce,FP11,0,600,43680
fresh_produce,FP11,0,600,11200
fresh_produce,FP03,3,600,120000
fresh_produce,FP28,2,600,114900
fresh_produce,FP03,3,600,105600
fresh_produce,FP33,1,600,198130
fresh_produce,FP25,0,600,108503
fresh_produce,FP25,0,600,51710
fresh_produce,FP25,0,600,46100
fresh_produce,FP25,0,600,36590
fresh_produce,FP25,0,600,51710
fresh_produce,FP25,0,600,44150
fresh_produce,FP25,0,600,44377
fresh_produce,FP25,0,600,51710
fresh_produce,FP25,0,600,51710
fresh_produce,FP21,1,600,115200
fresh_produce,FP14,5,600,7072
fresh_produce,FP29,0,600,37800
fresh_produce,FP18,0,600,79560
fresh_produce,FP21,0,600,116250
fresh_produce,FP05,10,600,230400
fresh_produce,FP29,0,600,73100
fresh_produce,FP15,1,600,18720
fresh_produce,FP31,0,600,16380
fresh_produce,FP12,0,600,33000
fresh_produce,FP09,0,600,4774
fresh_produce,FP21,0,600,116250
fresh_produce,FP03,5,600,42000
fresh_produce,FP22,0,600,17784
fresh_produce,FP21,0,600,135000
fresh_produce,FP21,0,600,135000
fresh_produce,FP04,0,600,936000
fresh_produce,FP03,0,600,84000
