data_type,group_id,k,n,N
fresh_produce,FP17,0,600,26628
fresh_produce,FP14,8,600,4592
fresh_produce,FP09,0,600,4221
fresh_produce,FP28,0,600,59040
fresh_produce,FP20,3,600,249600
fresh_produce,FP20,0,600,248796
fresh_produce,FP24,0,600,56000
fresh_produce,FP20,0,600,125040
fresh_produce,FP30,1,600,122466
fresh_produce,FP04,0,600,648000
fresh_produce,FP04,0,600,468000
fresh_produce,FP22,5,600,17808
fresh_produce,FP22,12,600,15774
fresh_produce,FP10,0,600,16800
fresh_produce,FP04,0,600,264384
fresh_produce,FP20,10,600,756000
fresh_produce,FP20,10,600,504000
fresh_produce,FP20,5,600,522000
fresh_produce,FP01,0,600,390000
fresh_produce,FP01,0,600,402000
fresh_produce,FP20,0,600,504000
fresh_produce,FP25,0,600,52027
fresh_produce,FP29,0,600,6470
fresh_produce,FP15,0,600,14560
fresh_produce,FP16,5,600,7532
fresh_produce,FP12,0,600,153438
fresh_produce,FP14,0,600,46978
fresh_produce,FP09,0,600,10143
fresh_produce,FP18,0,600,41562
fresh_produce,FP09,0,600,9576
fresh_produce,FP09,0,600,1274
fresh_produce,FP12,3,600,180750
fresh_produce,FP18,0,600,35712
fresh_produce,FP29,1,600,67260
fresh_produce,FP14,0,600,29360
fresh_produce,FP10,0,600,17200
fresh_produce,FP25,0,600,58577
fresh_produce,FP25,0,600,58577
fresh_produce,FP25,0,600,178830
fresh_produce,FP25,0,600,59877
fresh_produce,FP25,1,600,49650
fresh_produce,FP25,1,600,66000
fresh_produce,FP25,0,600,37950
fresh_produce,FP04,0,600,837000
fresh_produce,FP04,0,600,468000
fresh_produce,FP14,30,600,7960
fresh_produce,FP29,5,600,42000
fresh_produce,FP15,0,600,6560
fresh_produce,FP18,0,600,94320
fresh_produce,FP16,0,600,26880
fresh_produce,FP12,0,600,112500
fresh_produce,FP04,0,600,936000
fresh_produce,FP20,10,600,756000
fresh_produce,FP20,50,600,504000
fresh_produce,FP20,10,600,756000
fresh_produce,FP20,6,600,270000
fresh_produce,FP05,12,600,228000
fresh_produce,FP22,2,600,15333
fresh_produce,FP22,10,600,16200
fresh_produce,FP04,0,600,234000
fresh_produce,FP09,0,600,5628
fresh_produce,FP29,0,600,5200
fresh_produce,FP18,0,600,36000
fresh_produce,FP16,4,600,32600
fresh_produce,FP28,1,600,55080
fresh_produce,FP28,0,600,119160
fresh_produce,FP20,0,600,259200
fresh_produce,FP01,0,600,375000
fresh_produce,FP01,0,600,54000
fresh_produce,FP28,0,600,63900
fresh_produce,FP33,0,600,249480
fresh_produce,FP33,0,600,249480
fresh_produce,FP25,0,600,54400
fresh_produce,FP25,0,600,51600
fresh_produce,FP25,0,600,108867
fresh_produce,FP01,0,600,195000
fresh_produce,FP29,1,600,11192
fresh_produce,FP15,0,600,10416
fresh_produce,FP16,0,600,9836
fresh_produce,FP18,2,600,34740
fresh_produce,FP12,0,600,116194
fresh_produce,FP09,0,600,6440
fresh_produce,FP14,0,600,29254
fresh_produce,FP09,0,600,7833
fresh_produce,FP10,0,600,17280
fresh_produce,FP04,0,600,936000
fresh_produce,FP24,0,600,72720
fresh_produce,FP20,0,600,89856
fresh_produce,FP33,0,600,244080
fresh_produce,FP25,0,600,54293
fresh_produce,FP25,0,600,51300
fresh_produce,FP04,0,600,996000
fresh_produce,FP28,0,600,123120
fresh_produce,FP25,0,600,57153
fresh_produce,FP25,0,600,54433
fresh_produce,FP30,0,600,122100
fresh_produce,FP10,1,600,17280
fresh_produce,FP04,0,600,81000
fresh_produce,FP18,0,600,73080
fresh_produce,FP12,1,600,28125
fresh_produce,FP29,2,600,26700
fresh_produce,FP12,1,600,51750
fresh_produce,FP14,0,600,6516
fresh_produce,FP29,0,600,30950
fresh_produce,FP09,0,600,6146
fresh_produce,FP04,0,600,480000
fresh_produce,FP10,0,600,11248
fresh_produce,FP29,2,600,35100
fresh_produce,FP15,20,600,5440
fresh_produce,FP31,0,600,23270
fresh_produce,FP12,300,600,25250
fresh_produce,FP17,100,600,29400
fresh_produce,FP18,0,600,141660
fresh_produce,FP09,0,600,5551
fresh_produce,FP25,0,600,48383
fresh_produce,FP25,0,600,47507
fresh_produce,FP25,0,600,38760
fresh_produce,FP25,0,600,41460
fresh_produce,FP25,0,600,38253
fresh_produce,FP25,0,600,48383
fresh_produce,FP25,0,600,38253
fresh_produce,FP25,0,600,50363
fresh_produce,FP25,0,600,51710
fresh_produce,FP25,0,600,42307
fresh_produce,FP25,0,600,47673
fresh_produce,FP25,0,600,51983
fresh_produce,FP25,0,600,49020
fresh_produce,FP25,0,600,54400
fresh_produce,FP25,0,600,59873
fresh_produce,FP25,0,600,55383
fresh_produce,FP25,0,600,59877
fresh_produce,FP25,0,600,59877
fresh_produce,FP10,12,600,10752
fresh_produce,FP10,20,600,16800
fresh_produce,FP22,2,600,16200
fresh_produce,FP08,2,600,35600
fresh_produce,FP08,2,600,8270
fresh_produce,FP25,0,600,99000
fresh_produce,FP25,0,600,34650
fresh_produce,FP25,0,600,37950
fresh_produce,FP33,0,600,221050
fresh_produce,FP09,0,600,5215
fresh_produce,FP09,0,600,2051
fresh_produce,FP12,0,600,255588
fresh_produce,FP18,0,600,68810
fresh_produce,FP29,0,600,50833
fresh_produce,FP14,0,600,29336
fresh_produce,FP10,0,600,17280
fresh_produce,FP29,0,600,19810
fresh_produce,FP15,0,600,6944
fresh_produce,FP31,0,600,4036
fresh_produce,FP18,0,600,72472
fresh_produce,FP12,0,600,74812
fresh_produce,FP14,0,600,60572
fresh_produce,FP09,0,600,12243
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,468000
fresh_produce,FP22,10,600,17148
fresh_produce,FP10,2,600,17280
fresh_produce,FP29,0,600,29100
fresh_produce,FP15,0,600,14560
fresh_produce,FP18,0,600,36720
fresh_produce,FP12,600,600,75000
fresh_produce,FP17,10,600,84000
fresh_produce,FP09,0,600,4725
fresh_produce,FP22,12,600,15333
fresh_produce,FP22,0,600,32400
fresh_produce,FP04,0,600,468000
fresh_produce,FP09,0,600,7140
fresh_produce,FP29,3,600,6800
fresh_produce,FP04,0,600,480000
fresh_produce,FP25,0,600,51708
fresh_produce,FP25,0,600,51708
fresh_produce,FP01,0,600,360000
fresh_produce,FP24,100,600,82700
fresh_produce,FP20,0,600,38880
fresh_produce,FP28,0,600,124632
fresh_produce,FP28,1,600,118530
fresh_produce,FP33,0,600,198130
fresh_produce,FP33,0,600,122670
fresh_produce,FP25,0,600,51708
fresh_produce,FP04,0,600,81000
fresh_produce,FP10,0,600,16800
fresh_produce,FP29,0,600,57555
fresh_produce,FP15,0,600,6094
fresh_produce,FP16,0,600,4698
fresh_produce,FP31,1,600,9299
fresh_produce,FP12,0,600,111975
fresh_produce,FP13,0,600,3777
fresh_produce,FP18,0,600,86382
fresh_produce,FP09,0,600,7007
fresh_produce,FP25,0,600,58787
fresh_produce,FP25,0,600,57697
fresh_produce,FP25,0,600,58377
fresh_produce,FP25,0,600,39917
fresh_produce,FP10,0,600,17280
fresh_produce,FP13,0,600,4864
fresh_produce,FP14,0,600,23336
fresh_produce,FP29,1,600,45490
fresh_produce,FP16,1,600,13188
fresh_produce,FP18,0,600,106128
fresh_produce,FP09,0,600,7434
fresh_produce,FP25,0,600,56653
fresh_produce,FP25,0,600,56653
fresh_produce,FP10,0,600,17280
fresh_produce,FP04,0,600,468000
fresh_produce,FP28,0,600,111240
fresh_produce,FP33,0,600,249480
fresh_produce,FP01,0,600,172500
fresh_produce,FP33,3,600,240000
fresh_produce,FP04,0,600,996000
fresh_produce,FP04,20,600,234000
fresh_produce,FP04,0,600,468000
fresh_produce,FP10,0,600,17280
fresh_produce,FP28,0,600,152388
fresh_produce,FP25,0,600,45210
fresh_produce,FP25,0,600,48383
fresh_produce,FP25,0,600,55150
fresh_produce,FP25,0,600,49217
fresh_produce,FP25,0,600,50243
fresh_produce,FP25,0,600,49217
fresh_produce,FP25,0,600,54203
fresh_produce,FP25,0,600,49217
fresh_produce,FP25,0,600,51030
fresh_produce,FP25,0,600,53147
fresh_produce,FP33,0,600,249480
fresh_produce,FP33,6,600,249480
fresh_produce,FP33,0,600,249480
fresh_produce,FP33,0,600,249480
fresh_produce,FP33,1,600,249480
fresh_produce,FP33,0,600,24980
fresh_produce,FP25,0,600,153880
fresh_produce,FP33,0,600,245180
fresh_produce,FP29,5,600,36000
fresh_produce,FP09,0,600,5495
fresh_produce,FP12,9,600,53125
fresh_produce,FP29,0,600,36900
fresh_produce,FP15,10,600,4800
fresh_produce,FP31,0,600,26000
fresh_produce,FP12,0,600,35000
fresh_produce,FP13,0,600,1140
fresh_produce,FP18,0,600,81144
fresh_produce,FP09,0,600,6083
fresh_produce,FP10,0,600,14400
fresh_produce,FP10,0,600,17280
fresh_produce,FP10,0,600,17280
fresh_produce,FP04,0,600,549000
fresh_produce,FP10,0,600,17312
fresh_produce,FP04,50,600,480000
fresh_produce,FP24,0,600,11200
fresh_produce,FP20,0,600,214476
fresh_produce,FP22,15,600,54000
fresh_produce,FP22,10,600,32659
fresh_produce,FP01,0,600,52500
fresh_produce,FP33,0,600,249480
fresh_produce,FP33,0,600,245160
fresh_produce,FP10,0,600,15120
fresh_produce,FP10,1,600,15120
fresh_produce,FP10,0,600,16800
fresh_produce,FP14,0,600,75400
fresh_produce,FP09,0,600,9240
fresh_produce,FP14,0,600,24747
fresh_produce,FP09,0,600,10521
fresh_produce,FP04,0,600,234000
fresh_produce,FP25,1,600,56200
fresh_produce,FP25,0,600,59873
fresh_produce,FP25,0,600,59877
fresh_produce,FP25,0,600,179630
fresh_produce,FP28,0,600,121140
fresh_produce,FP33,0,600,203484
fresh_produce,FP29,0,600,27900
fresh_produce,FP15,0,600,9440
fresh_produce,FP18,0,600,131400
fresh_produce,FP16,15,600,26560
fresh_produce,FP12,20,600,62500
fresh_produce,FP22,200,600,30408
fresh_produce,FP22,10,600,16200
fresh_produce,FP09,0,600,7476
fresh_produce,FP29,0,600,7200
fresh_produce,FP18,0,600,36000
fresh_produce,FP10,0,600,17280
fresh_produce,FP25,0,600,108867
fresh_produce,FP28,0,600,123120
fresh_produce,FP28,0,600,57060
fresh_produce,FP04,0,600,846000
fresh_produce,FP25,0,600,37950
fresh_produce,FP25,0,600,151800
fresh_produce,FP04,0,600,234000
fresh_produce,FP29,1,600,67939
fresh_produce,FP10,1,600,17280
fresh_produce,FP01,0,600,164962
fresh_produce,FP01,0,600,230400
fresh_produce,FP01,0,600,40500
fresh_produce,FP01,0,600,67500
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,468000
fresh_produce,FP01,0,600,345600
fresh_produce,FP30,1,600,124278
fresh_produce,FP30,1,600,102960
fresh_produce,FP33,0,600,117972
fresh_produce,FP04,1,600,351000
fresh_produce,FP29,0,600,34900
fresh_produce,FP12,0,600,40000
fresh_produce,FP09,0,600,4053
fresh_produce,FP10,0,600,3284
fresh_produce,FP10,3,600,14400
fresh_produce,FP10,1,600,14400
fresh_produce,FP10,1,600,17280
fresh_produce,FP10,4,600,17280
fresh_produce,FP29,0,600,38900
fresh_produce,FP18,0,600,89676
fresh_produce,FP31,3,600,23530
fresh_produce,FP12,3,600,48187
fresh_produce,FP14,4,600,5416
fresh_produce,FP17,1,600,21924
fresh_produce,FP09,0,600,5222
fresh_produce,FP10,0,600,14952
fresh_produce,FP22,15,600,44640
fresh_produce,FP33,1,600,113500
fresh_produce,FP28,0,600,108900
fresh_produce,FP33,3,600,240516
fresh_produce,FP08,53,600,26880
fresh_produce,FP08,53,600,6900
fresh_produce,FP04,300,600,405000
fresh_produce,FP22,6,600,18204
fresh_produce,FP01,0,600,26250
fresh_produce,FP33,0,600,10800
fresh_produce,FP28,3,600,142128
fresh_produce,FP30,4,600,126630
fresh_produce,FP25,0,600,57153
fresh_produce,FP25,0,600,38253
fresh_produce,FP25,0,600,45307
fresh_produce,FP25,0,600,48020
fresh_produce,FP25,0,600,51710
fresh_produce,FP25,0,600,38253
fresh_produce,FP25,0,600,48080
fresh_produce,FP25,0,600,47673
fresh_produce,FP25,0,600,49970
fresh_produce,FP25,0,600,42963
fresh_produce,FP04,0,600,468000
fresh_produce,FP28,0,600,57060
fresh_produce,FP01,0,600,298425
fresh_produce,FP28,1,600,145152
fresh_produce,FP28,0,600,108000
fresh_produce,FP28,4,600,57060
fresh_produce,FP01,0,600,390000
fresh_produce,FP33,20,600,10500
fresh_produce,FP10,3,600,17280
fresh_produce,FP14,0,600,49200
fresh_produce,FP09,0,600,14770
fresh_produce,FP14,0,600,29744
fresh_produce,FP09,0,600,5523
fresh_produce,FP29,0,600,20000
fresh_produce,FP18,0,600,68760
fresh_produce,FP16,0,600,26200
fresh_produce,FP12,5,600,92500
fresh_produce,FP17,0,600,94080
fresh_produce,FP09,0,600,5544
fresh_produce,FP25,0,600,37950
fresh_produce,FP25,0,600,34650
fresh_produce,FP25,0,600,69300
fresh_produce,FP25,0,600,37950
fresh_produce,FP25,3,600,359260
fresh_produce,FP25,0,600,59877
fresh_produce,FP25,10,600,278283
fresh_produce,FP22,12,600,30666
fresh_produce,FP22,0,600,16200
fresh_produce,FP09,0,600,4116
fresh_produce,FP29,0,600,16000
fresh_produce,FP18,0,600,28800
fresh_produce,FP25,5,600,69540
fresh_produce,FP25,0,600,280400
fresh_produce,FP28,4,600,116100
fresh_produce,FP25,0,600,52350
fresh_produce,FP33,2,600,237600
fresh_produce,FP33,0,600,122670
fresh_produce,FP30,0,600,120960
fresh_produce,FP30,1,600,122100
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,468000
fresh_produce,FP29,0,600,21900
fresh_produce,FP12,2,600,111250
fresh_produce,FP18,20,600,36000
fresh_produce,FP16,0,600,11360
fresh_produce,FP13,0,600,8360
fresh_produce,FP17,2,600,10080
fresh_produce,FP09,0,600,3696
fresh_produce,FP13,5,600,23932
fresh_produce,FP14,0,600,35952
fresh_produce,FP29,0,600,34087
fresh_produce,FP31,0,600,13270
fresh_produce,FP18,0,600,91267
fresh_produce,FP17,10,600,75054
fresh_produce,FP09,4,600,9730
fresh_produce,FP10,3,600,17280
fresh_produce,FP28,0,600,111240
fresh_produce,FP18,20,600,31320
fresh_produce,FP33,1,600,255950
fresh_produce,FP28,0,600,119160
fresh_produce,FP33,0,600,249480
fresh_produce,FP30,1,600,124968
fresh_produce,FP33,3,600,249520
fresh_produce,FP04,0,600,351000
fresh_produce,FP25,0,600,178907
fresh_produce,FP25,0,600,46327
fresh_produce,FP25,0,600,44310
fresh_produce,FP25,0,600,98037
fresh_produce,FP10,2,600,14400
fresh_produce,FP10,30,600,17280
fresh_produce,FP10,4,600,31696
fresh_produce,FP29,2,600,51800
fresh_produce,FP31,0,600,25740
fresh_produce,FP12,0,600,35188
fresh_produce,FP17,0,600,50484
fresh_produce,FP09,0,600,7196
fresh_produce,FP14,0,600,4736
fresh_produce,FP12,0,600,59844
fresh_produce,FP31,0,600,6500
fresh_produce,FP29,0,600,13030
fresh_produce,FP18,0,600,50148
fresh_produce,FP09,0,600,6349
fresh_produce,FP18,0,600,56160
fresh_produce,FP12,0,600,131250
fresh_produce,FP17,8,600,113400
fresh_produce,FP13,3,600,950
fresh_produce,FP09,0,600,5124
fresh_produce,FP10,0,600,15600
fresh_produce,FP10,3,600,14040
fresh_produce,FP10,2,600,14400
fresh_produce,FP33,0,600,198130
fresh_produce,FP28,0,600,142128
fresh_produce,FP28,5,600,123120
fresh_produce,FP04,0,600,468000
fresh_produce,FP22,10,600,48000
fresh_produce,FP04,0,600,468000
fresh_produce,FP22,10,600,35760
fresh_produce,FP01,0,600,236775
fresh_produce,FP01,0,600,22500
fresh_produce,FP01,0,600,28125
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,936000
fresh_produce,FP14,0,600,68872
fresh_produce,FP09,0,600,12243
fresh_produce,FP14,0,600,29320
fresh_produce,FP09,0,600,8477
fresh_produce,FP10,3,600,17280
fresh_produce,FP10,0,600,31200
fresh_produce,FP22,6,600,17772
fresh_produce,FP04,0,600,936000
fresh_produce,FP29,0,600,21300
fresh_produce,FP16,0,600,30880
fresh_produce,FP12,6,600,62500
fresh_produce,FP33,0,600,10200
fresh_produce,FP04,0,600,234000
fresh_produce,FP09,0,600,5292
fresh_produce,FP18,0,600,46800
fresh_produce,FP29,0,600,27200
fresh_produce,FP33,12,600,481032
fresh_produce,FP30,5,600,121764
fresh_produce,FP04,0,600,446250
fresh_produce,FP04,0,600,234000
fresh_produce,FP14,0,600,22088
fresh_produce,FP29,10,600,29613
fresh_produce,FP31,0,600,11615
fresh_produce,FP18,0,600,73746
fresh_produce,FP16,0,600,16408
fresh_produce,FP09,0,600,6888
fresh_produce,FP29,10,600,38817
fresh_produce,FP31,0,600,11141
fresh_produce,FP16,0,600,7198
fresh_produce,FP12,0,600,108500
fresh_produce,FP17,0,600,16590
fresh_produce,FP13,10,600,2272
fresh_produce,FP18,0,600,14720
fresh_produce,FP09,0,600,4158
fresh_produce,FP04,0,600,525000
fresh_produce,FP10,10,600,17280
fresh_produce,FP10,0,600,15120
fresh_produce,FP10,0,600,16800
fresh_produce,FP10,0,600,15120
fresh_produce,FP10,7,600,30240
fresh_produce,FP33,4,600,237300
fresh_produce,FP04,0,600,468000
fresh_produce,FP09,0,600,4095
fresh_produce,FP29,0,600,23200
fresh_produce,FP18,0,600,48240
fresh_produce,FP04,0,600,234000
fresh_produce,FP10,0,600,14118
fresh_produce,FP18,10,600,66636
fresh_produce,FP09,0,600,5453
fresh_produce,FP25,0,600,79833
fresh_produce,FP04,0,600,915300
fresh_produce,FP10,0,600,14400
fresh_produce,FP28,0,600,69120
fresh_produce,FP10,0,600,14400
fresh_produce,FP29,0,600,37800
fresh_produce,FP31,0,600,23010
fresh_produce,FP12,0,600,23937
fresh_produce,FP09,0,600,6405
fresh_produce,FP28,3,600,145152
fresh_produce,FP28,0,600,11112
fresh_produce,FP01,0,600,390000
fresh_produce,FP01,0,600,216000
fresh_produce,FP01,0,600,54000
fresh_produce,FP04,0,600,936000
fresh_produce,FP10,0,600,14482
fresh_produce,FP10,0,600,14400
fresh_produce,FP10,0,600,14300
fresh_produce,FP10,0,600,14400
fresh_produce,FP22,10,600,32400
fresh_produce,FP10,1,600,17280
fresh_produce,FP08,3,600,5170
fresh_produce,FP08,5,600,27940
fresh_produce,FP08,5,600,5830
fresh_produce,FP22,40,600,50621
fresh_produce,FP28,0,600,115920
fresh_produce,FP28,0,600,119160
fresh_produce,FP33,0,600,217002
fresh_produce,FP25,14,600,48600
fresh_produce,FP25,35,600,48600
fresh_produce,FP10,1,600,14784
fresh_produce,FP29,0,600,30790
fresh_produce,FP15,0,600,6976
fresh_produce,FP31,0,600,9797
fresh_produce,FP12,0,600,108250
fresh_produce,FP14,0,600,57087
fresh_produce,FP09,0,600,13930
fresh_produce,FP14,0,600,27292
fresh_produce,FP29,0,600,37240
fresh_produce,FP31,0,600,25688
fresh_produce,FP12,0,600,197812
fresh_produce,FP17,0,600,70980
fresh_produce,FP18,0,600,88524
fresh_produce,FP09,0,600,11711
fresh_produce,FP10,0,600,17280
fresh_produce,FP10,0,600,18000
fresh_produce,FP10,0,600,15600
fresh_produce,FP28,6,600,55080
fresh_produce,FP25,0,600,54433
fresh_produce,FP25,0,600,54433
fresh_produce,FP25,0,600,54433
fresh_produce,FP25,0,600,54433
fresh_produce,FP25,0,600,54433
fresh_produce,FP10,0,600,17152
fresh_produce,FP29,0,600,37400
fresh_produce,FP18,0,600,85320
fresh_produce,FP16,50,600,15840
fresh_produce,FP12,0,600,93125
fresh_produce,FP10,0,600,14976
fresh_produce,FP04,0,600,936000
fresh_produce,FP09,0,600,4956
fresh_produce,FP18,0,600,46800
fresh_produce,FP29,0,600,34000
fresh_produce,FP10,0,600,14976
fresh_produce,FP04,0,600,450000
fresh_produce,FP33,0,600,108960
fresh_produce,FP33,0,600,248940
fresh_produce,FP22,200,600,17772
fresh_produce,FP10,0,600,16800
fresh_produce,FP10,20,600,16800
fresh_produce,FP10,0,600,30240
fresh_produce,FP10,0,600,18000
fresh_produce,FP29,0,600,86100
fresh_produce,FP16,0,600,13960
fresh_produce,FP31,0,600,8840
fresh_produce,FP12,0,600,98125
fresh_produce,FP18,0,600,22428
fresh_produce,FP31,0,600,22867
fresh_produce,FP14,0,600,10782
fresh_produce,FP29,0,600,49205
fresh_produce,FP18,0,600,79816
fresh_produce,FP16,0,600,8616
fresh_produce,FP15,0,600,16880
fresh_produce,FP09,0,600,7476
fresh_produce,FP10,0,600,15600
fresh_produce,FP10,0,600,18000
fresh_produce,FP25,0,600,216000
fresh_produce,FP28,0,600,150024
fresh_produce,FP04,0,600,468000
fresh_produce,FP09,0,600,4095
fresh_produce,FP29,0,600,43100
fresh_produce,FP09,0,600,8008
fresh_produce,FP01,0,600,165000
fresh_produce,FP33,2,600,481020
fresh_produce,FP29,5,600,63700
fresh_produce,FP31,0,600,15730
fresh_produce,FP12,5,600,25312
fresh_produce,FP17,4,600,36624
fresh_produce,FP18,0,600,91494
fresh_produce,FP09,0,600,8183
fresh_produce,FP10,0,600,30240
fresh_produce,FP10,0,600,15600
fresh_produce,FP10,0,600,15120
fresh_produce,FP10,1,600,17280
fresh_produce,FP02,3,600,114023
fresh_produce,FP33,0,600,248940
fresh_produce,FP01,0,600,360000
fresh_produce,FP33,0,600,198130
fresh_produce,FP01,1,600,360000
fresh_produce,FP30,0,600,120960
fresh_produce,FP01,0,600,195000
fresh_produce,FP28,0,600,108000
fresh_produce,FP22,5,600,16200
fresh_produce,FP22,10,600,72000
fresh_produce,FP10,0,600,15200
fresh_produce,FP25,27,600,315543
fresh_produce,FP25,27,600,51710
fresh_produce,FP25,27,600,38253
fresh_produce,FP10,0,600,16800
fresh_produce,FP10,10,600,17280
fresh_produce,FP10,0,600,17240
fresh_produce,FP09,0,600,9849
fresh_produce,FP12,0,600,191125
fresh_produce,FP14,0,600,24852
fresh_produce,FP17,0,600,53970
fresh_produce,FP29,0,600,50255
fresh_produce,FP31,0,600,17107
fresh_produce,FP09,0,600,15484
fresh_produce,FP29,0,600,63135
fresh_produce,FP12,0,600,92631
fresh_produce,FP14,0,600,48941
fresh_produce,FP04,0,600,468000
fresh_produce,FP10,5,600,15120
fresh_produce,FP10,0,600,16800
fresh_produce,FP10,1,600,29792
fresh_produce,FP04,0,600,216000
fresh_produce,FP10,0,600,15860
fresh_produce,FP10,0,600,15860
fresh_produce,FP10,5,600,30240
fresh_produce,FP25,6,600,24000
fresh_produce,FP25,6,600,6000
fresh_produce,FP25,4,600,4867
fresh_produce,FP28,1,600,125280
fresh_produce,FP25,6,600,24000
fresh_produce,FP25,6,600,6000
fresh_produce,FP29,0,600,68700
fresh_produce,FP18,0,600,123480
fresh_produce,FP16,5,600,9600
fresh_produce,FP12,0,600,75000
fresh_produce,FP09,0,600,5292
fresh_produce,FP29,0,600,36800
fresh_produce,FP18,0,600,46800
fresh_produce,FP16,50,600,16000
fresh_produce,FP04,0,600,110700
fresh_produce,FP25,14,600,103420
fresh_produce,FP25,14,600,46327
fresh_produce,FP25,14,600,51710
fresh_produce,FP25,14,600,200113
fresh_produce,FP25,13,600,145983
fresh_produce,FP25,13,600,86637
fresh_produce,FP25,13,600,138347
fresh_produce,FP25,13,600,103420
fresh_produce,FP25,30,600,114307
fresh_produce,FP29,5,600,67700
fresh_produce,FP31,1,600,6201
fresh_produce,FP16,0,600,8080
fresh_produce,FP17,5,600,22680
fresh_produce,FP12,0,600,113125
fresh_produce,FP18,0,600,43920
fresh_produce,FP09,0,600,4480
fresh_produce,FP10,6,600,30240
fresh_produce,FP10,4,600,16800
fresh_produce,FP10,1,600,15600
fresh_produce,FP10,0,600,16800
fresh_produce,FP14,5,600,20216
fresh_produce,FP29,0,600,58170
fresh_produce,FP31,0,600,24080
fresh_produce,FP16,10,600,13750
fresh_produce,FP15,0,600,9312
fresh_produce,FP09,0,600,5243
fresh_produce,FP10,7,600,15076
fresh_produce,FP10,0,600,17280
fresh_produce,FP10,0,600,36504
fresh_produce,FP28,0,600,57420
fresh_produce,FP33,0,600,238160
fresh_produce,FP10,1,600,15120
fresh_produce,FP09,0,600,8302
fresh_produce,FP29,0,600,32000
fresh_produce,FP18,0,600,135000
fresh_produce,FP09,0,600,6489
fresh_produce,FP29,1,600,25210
fresh_produce,FP12,200,600,64062
fresh_produce,FP14,400,600,10472
fresh_produce,FP18,0,600,50940
fresh_produce,FP16,1,600,8336
fresh_produce,FP30,0,600,110880
fresh_produce,FP28,0,600,142128
fresh_produce,FP25,0,600,39917
fresh_produce,FP25,30,600,44270
fresh_produce,FP01,0,600,169500
fresh_produce,FP04,0,600,468000
fresh_produce,FP10,5,600,30240
fresh_produce,FP04,0,600,468000
fresh_produce,FP10,0,600,15600
fresh_produce,FP29,1,600,72100
fresh_produce,FP31,0,600,15600
fresh_produce,FP17,0,600,36624
fresh_produce,FP09,0,600,9275
fresh_produce,FP22,10,600,35760
fresh_produce,FP22,1,600,84912
fresh_produce,FP10,0,600,16800
fresh_produce,FP10,0,600,34560
fresh_produce,FP10,5,600,16800
fresh_produce,FP10,5,600,16800
fresh_produce,FP08,4,600,2130
fresh_produce,FP30,0,600,122100
fresh_produce,FP08,6,600,22297
fresh_produce,FP08,6,600,5115
fresh_produce,FP10,5,600,17280
fresh_produce,FP10,0,600,10164
fresh_produce,FP28,20,600,108000
fresh_produce,FP28,20,600,145152
fresh_produce,FP28,0,600,124974
fresh_produce,FP25,0,600,54433
fresh_produce,FP25,0,600,54433
fresh_produce,FP25,0,600,54433
fresh_produce,FP28,0,600,113220
fresh_produce,FP10,0,600,17280
fresh_produce,FP10,0,600,16800
fresh_produce,FP04,0,600,468000
fresh_produce,FP04,0,600,162000
fresh_produce,FP10,10,600,17280
fresh_produce,FP10,0,600,5040
fresh_produce,FP10,0,600,30240
fresh_produce,FP29,0,600,57222
fresh_produce,FP31,0,600,8116
fresh_produce,FP16,0,600,13720
fresh_produce,FP12,0,600,106250
fresh_produce,FP14,0,600,46846
fresh_produce,FP09,1,600,12320
fresh_produce,FP13,0,600,1482
fresh_produce,FP14,0,600,24088
fresh_produce,FP17,1,600,57086
fresh_produce,FP12,0,600,144625
fresh_produce,FP09,0,600,11564
fresh_produce,FP10,1,600,17280
fresh_produce,FP10,0,600,17280
fresh_produce,FP10,0,600,16800
fresh_produce,FP10,0,600,15600
fresh_produce,FP10,2,600,15680
fresh_produce,FP31,0,600,17036
fresh_produce,FP29,0,600,84475
fresh_produce,FP10,0,600,15120
fresh_produce,FP30,0,600,94350
fresh_produce,FP29,0,600,102200
fresh_produce,FP12,0,600,46875
fresh_produce,FP01,0,600,201600
fresh_produce,FP01,0,600,81000
fresh_produce,FP01,0,600,540000
fresh_produce,FP01,0,600,50250
fresh_produce,FP01,0,600,105000
fresh_produce,FP33,0,600,186000
fresh_produce,FP31,0,600,13065
fresh_produce,FP16,0,600,16255
fresh_produce,FP13,0,600,1501
fresh_produce,FP12,0,600,112400
fresh_produce,FP18,0,600,20502
fresh_produce,FP29,0,600,41637
fresh_produce,FP09,0,600,5271
fresh_produce,FP04,0,600,453600
fresh_produce,FP04,0,600,113400
fresh_produce,FP14,0,600,21866
fresh_produce,FP29,0,600,46150
fresh_produce,FP31,0,600,18665
fresh_produce,FP16,0,600,15194
fresh_produce,FP13,0,600,1482
fresh_produce,FP15,0,600,13338
fresh_produce,FP09,0,600,5845
fresh_produce,FP10,0,600,30240
fresh_produce,FP10,0,600,15782
fresh_produce,FP33,0,600,248940
fresh_produce,FP10,5,600,30240
fresh_produce,FP10,0,600,15678
fresh_produce,FP28,3,600,121374
fresh_produce,FP33,0,600,238135
fresh_produce,FP25,0,600,51710
fresh_produce,FP25,0,600,54430
